 numangles= 181
  g= 5.86634D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.3500D+02       2.1123D-01       1.9974D-01      -5.0514D-02      -6.0599D-03       2.0549D-01      -2.7955D-02
    1.3600D+02       2.1129D-01       1.9656D-01      -5.4677D-02      -5.2961D-03       2.0392D-01      -3.6100D-02
    1.3700D+02       2.1125D-01       1.9347D-01      -5.8884D-02      -4.4165D-03       2.0236D-01      -4.3935D-02
    1.3800D+02       2.1112D-01       1.9047D-01      -6.3139D-02      -3.4266D-03       2.0080D-01      -5.1425D-02
    1.3900D+02       2.1090D-01       1.8758D-01      -6.7445D-02      -2.3328D-03       1.9924D-01      -5.8530D-02
    1.4000D+02       2.1058D-01       1.8479D-01      -7.1804D-02      -1.1435D-03       1.9769D-01      -6.5212D-02
    1.4100D+02       2.1016D-01       1.8214D-01      -7.6220D-02       1.3156D-04       1.9615D-01      -7.1435D-02
    1.4200D+02       2.0966D-01       1.7962D-01      -8.0693D-02       1.4809D-03       1.9464D-01      -7.7159D-02
    1.4300D+02       2.0906D-01       1.7725D-01      -8.5224D-02       2.8914D-03       1.9316D-01      -8.2348D-02
    1.4400D+02       2.0840D-01       1.7505D-01      -8.9811D-02       4.3484D-03       1.9172D-01      -8.6965D-02
    1.4500D+02       2.0766D-01       1.7303D-01      -9.4453D-02       5.8359D-03       1.9034D-01      -9.0977D-02
    1.4600D+02       2.0687D-01       1.7120D-01      -9.9147D-02       7.3365D-03       1.8904D-01      -9.4352D-02
    1.4700D+02       2.0604D-01       1.6958D-01      -1.0389D-01       8.8315D-03       1.8781D-01      -9.7062D-02
    1.4800D+02       2.0519D-01       1.6820D-01      -1.0868D-01       1.0302D-02       1.8669D-01      -9.9084D-02
    1.4900D+02       2.0434D-01       1.6705D-01      -1.1350D-01       1.1727D-02       1.8569D-01      -1.0040D-01
    1.5000D+02       2.0350D-01       1.6616D-01      -1.1836D-01       1.3086D-02       1.8483D-01      -1.0100D-01
    1.5100D+02       2.0269D-01       1.6554D-01      -1.2324D-01       1.4360D-02       1.8412D-01      -1.0088D-01
    1.5200D+02       2.0194D-01       1.6521D-01      -1.2813D-01       1.5529D-02       1.8358D-01      -1.0005D-01
    1.5300D+02       2.0127D-01       1.6516D-01      -1.3304D-01       1.6573D-02       1.8322D-01      -9.8527D-02
    1.5400D+02       2.0069D-01       1.6542D-01      -1.3793D-01       1.7476D-02       1.8305D-01      -9.6332D-02
    1.5500D+02       2.0022D-01       1.6598D-01      -1.4281D-01       1.8220D-02       1.8310D-01      -9.3506D-02
    1.5600D+02       1.9988D-01       1.6684D-01      -1.4766D-01       1.8793D-02       1.8336D-01      -9.0095D-02
    1.5700D+02       1.9968D-01       1.6800D-01      -1.5247D-01       1.9183D-02       1.8384D-01      -8.6159D-02
    1.5800D+02       1.9964D-01       1.6946D-01      -1.5723D-01       1.9383D-02       1.8455D-01      -8.1763D-02
    1.5900D+02       1.9976D-01       1.7121D-01      -1.6192D-01       1.9387D-02       1.8548D-01      -7.6979D-02
    1.6000D+02       2.0006D-01       1.7322D-01      -1.6652D-01       1.9194D-02       1.8664D-01      -7.1886D-02
    1.6100D+02       2.0052D-01       1.7549D-01      -1.7103D-01       1.8807D-02       1.8800D-01      -6.6566D-02
    1.6200D+02       2.0115D-01       1.7799D-01      -1.7542D-01       1.8231D-02       1.8957D-01      -6.1098D-02
    1.6300D+02       2.0194D-01       1.8068D-01      -1.7969D-01       1.7478D-02       1.9131D-01      -5.5564D-02
    1.6400D+02       2.0289D-01       1.8355D-01      -1.8381D-01       1.6562D-02       1.9322D-01      -5.0039D-02
    1.6500D+02       2.0397D-01       1.8655D-01      -1.8778D-01       1.5499D-02       1.9526D-01      -4.4596D-02
    1.6600D+02       2.0516D-01       1.8965D-01      -1.9157D-01       1.4311D-02       1.9741D-01      -3.9300D-02
    1.6700D+02       2.0646D-01       1.9280D-01      -1.9518D-01       1.3023D-02       1.9963D-01      -3.4207D-02
    1.6800D+02       2.0782D-01       1.9596D-01      -1.9858D-01       1.1661D-02       2.0189D-01      -2.9367D-02
    1.6900D+02       2.0923D-01       1.9909D-01      -2.0177D-01       1.0253D-02       2.0416D-01      -2.4822D-02
    1.7000D+02       2.1065D-01       2.0214D-01      -2.0473D-01       8.8304D-03       2.0640D-01      -2.0606D-02
    1.7100D+02       2.1206D-01       2.0507D-01      -2.0745D-01       7.4235D-03       2.0856D-01      -1.6747D-02
    1.7200D+02       2.1342D-01       2.0783D-01      -2.0992D-01       6.0630D-03       2.1062D-01      -1.3263D-02
    1.7300D+02       2.1470D-01       2.1038D-01      -2.1212D-01       4.7793D-03       2.1254D-01      -1.0170D-02
    1.7400D+02       2.1588D-01       2.1268D-01      -2.1405D-01       3.6009D-03       2.1428D-01      -7.4793D-03
    1.7500D+02       2.1693D-01       2.1469D-01      -2.1570D-01       2.5544D-03       2.1581D-01      -5.1968D-03
    1.7600D+02       2.1782D-01       2.1638D-01      -2.1705D-01       1.6634D-03       2.1710D-01      -3.3268D-03
    1.7700D+02       2.1854D-01       2.1772D-01      -2.1812D-01       9.4838D-04       2.1813D-01      -1.8715D-03
    1.7800D+02       2.1907D-01       2.1870D-01      -2.1888D-01       4.2558D-04       2.1888D-01      -8.3176D-04
    1.7900D+02       2.1939D-01       2.1929D-01      -2.1934D-01       1.0701D-04       2.1934D-01      -2.0793D-04
    1.8000D+02       2.1949D-01       2.1949D-01      -2.1949D-01      -7.2079D-18       2.1949D-01       0.0000D+00
