 numangles= 181
  g= 5.59707D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.6800D+02       1.8308D-01       1.8038D-01      -1.8090D-01      -1.7145D-03       1.8173D-01      -7.4281D-03
    1.6900D+02       1.8350D-01       1.8116D-01      -1.8174D-01      -1.4542D-03       1.8233D-01      -6.4082D-03
    1.7000D+02       1.8389D-01       1.8191D-01      -1.8249D-01      -1.2121D-03       1.8290D-01      -5.4218D-03
    1.7100D+02       1.8426D-01       1.8261D-01      -1.8317D-01      -9.8936D-04       1.8344D-01      -4.4837D-03
    1.7200D+02       1.8459D-01       1.8327D-01      -1.8376D-01      -7.8709D-04       1.8393D-01      -3.6078D-03
    1.7300D+02       1.8490D-01       1.8386D-01      -1.8428D-01      -6.0626D-04       1.8438D-01      -2.8062D-03
    1.7400D+02       1.8516D-01       1.8439D-01      -1.8472D-01      -4.4775D-04       1.8478D-01      -2.0896D-03
    1.7500D+02       1.8539D-01       1.8485D-01      -1.8509D-01      -3.1231D-04       1.8512D-01      -1.4676D-03
    1.7600D+02       1.8558D-01       1.8523D-01      -1.8540D-01      -2.0060D-04       1.8541D-01      -9.4784D-04
    1.7700D+02       1.8573D-01       1.8553D-01      -1.8563D-01      -1.1315D-04       1.8563D-01      -5.3691D-04
    1.7800D+02       1.8584D-01       1.8575D-01      -1.8579D-01      -5.0390D-05       1.8579D-01      -2.3982D-04
    1.7900D+02       1.8590D-01       1.8588D-01      -1.8589D-01      -1.2613D-05       1.8589D-01      -6.0134D-05
    1.8000D+02       1.8593D-01       1.8593D-01      -1.8593D-01       1.5519D-18       1.8593D-01       0.0000D+00
