 numangles= 181
  g= 6.29672D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.1900D+02       2.5395D-01       1.7080D-01       9.6043D-02      -2.8326D-02       2.1237D-01      -1.9574D-01
    1.2000D+02       2.5557D-01       1.6927D-01       9.5095D-02      -2.9281D-02       2.1242D-01      -2.0314D-01
    1.2100D+02       2.5729D-01       1.6771D-01       9.4177D-02      -3.0026D-02       2.1250D-01      -2.1078D-01
    1.2200D+02       2.5908D-01       1.6610D-01       9.3257D-02      -3.0543D-02       2.1259D-01      -2.1869D-01
    1.2300D+02       2.6090D-01       1.6440D-01       9.2299D-02      -3.0814D-02       2.1265D-01      -2.2689D-01
    1.2400D+02       2.6273D-01       1.6260D-01       9.1267D-02      -3.0821D-02       2.1267D-01      -2.3540D-01
    1.2500D+02       2.6453D-01       1.6067D-01       9.0125D-02      -3.0550D-02       2.1260D-01      -2.4425D-01
    1.2600D+02       2.6627D-01       1.5858D-01       8.8836D-02      -2.9989D-02       2.1243D-01      -2.5347D-01
    1.2700D+02       2.6793D-01       1.5632D-01       8.7364D-02      -2.9127D-02       2.1213D-01      -2.6307D-01
    1.2800D+02       2.6948D-01       1.5387D-01       8.5672D-02      -2.7958D-02       2.1168D-01      -2.7307D-01
    1.2900D+02       2.7089D-01       1.5123D-01       8.3725D-02      -2.6478D-02       2.1106D-01      -2.8348D-01
    1.3000D+02       2.7214D-01       1.4837D-01       8.1491D-02      -2.4687D-02       2.1026D-01      -2.9432D-01
    1.3100D+02       2.7320D-01       1.4532D-01       7.8938D-02      -2.2589D-02       2.0926D-01      -3.0557D-01
    1.3200D+02       2.7407D-01       1.4206D-01       7.6037D-02      -2.0191D-02       2.0807D-01      -3.1723D-01
    1.3300D+02       2.7473D-01       1.3862D-01       7.2760D-02      -1.7506D-02       2.0668D-01      -3.2927D-01
    1.3400D+02       2.7516D-01       1.3501D-01       6.9086D-02      -1.4549D-02       2.0509D-01      -3.4168D-01
    1.3500D+02       2.7536D-01       1.3126D-01       6.4993D-02      -1.1340D-02       2.0331D-01      -3.5439D-01
    1.3600D+02       2.7533D-01       1.2739D-01       6.0465D-02      -7.9037D-03       2.0136D-01      -3.6735D-01
    1.3700D+02       2.7506D-01       1.2344D-01       5.5491D-02      -4.2681D-03       1.9925D-01      -3.8047D-01
    1.3800D+02       2.7457D-01       1.1946D-01       5.0061D-02      -4.6494D-04       1.9702D-01      -3.9365D-01
    1.3900D+02       2.7386D-01       1.1549D-01       4.4173D-02       3.4706D-03       1.9467D-01      -4.0675D-01
    1.4000D+02       2.7293D-01       1.1158D-01       3.7826D-02       7.5003D-03       1.9226D-01      -4.1963D-01
    1.4100D+02       2.7182D-01       1.0779D-01       3.1027D-02       1.1584D-02       1.8980D-01      -4.3211D-01
    1.4200D+02       2.7053D-01       1.0417D-01       2.3784D-02       1.5678D-02       1.8735D-01      -4.4398D-01
    1.4300D+02       2.6908D-01       1.0079D-01       1.6112D-02       1.9738D-02       1.8494D-01      -4.5500D-01
    1.4400D+02       2.6751D-01       9.7708D-02       8.0296D-03       2.3721D-02       1.8261D-01      -4.6493D-01
    1.4500D+02       2.6583D-01       9.4987D-02      -4.4088D-04       2.7579D-02       1.8041D-01      -4.7349D-01
    1.4600D+02       2.6407D-01       9.2686D-02      -9.2729D-03       3.1270D-02       1.7838D-01      -4.8040D-01
    1.4700D+02       2.6227D-01       9.0867D-02      -1.8436D-02       3.4749D-02       1.7657D-01      -4.8537D-01
    1.4800D+02       2.6044D-01       8.9583D-02      -2.7898D-02       3.7975D-02       1.7501D-01      -4.8813D-01
